Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
CASH,4,4,40.44,139.44,Shipping on time,0,46,Indoor/Outdoor Games,Saint Paul,EE. UU.,Sarah,2928,Larsen,Home Office,MN,9761 Broad Crossing,55124.0,7,Fan Shop,44.72552109,-93.20613098,Africa,Rabat,Marruecos,2928,10.5,0.07,49.98,0.29,3,149.94,139.44,40.44,North Africa,Rabat-Salé-Zemur-Zaer,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,4,2,64.79,172.77,Late delivery,1,17,Cleats,Walnut,EE. UU.,Patrick,10601,Mayo,Consumer,CA,6748 Stony Bank,91789.0,4,Apparel,33.80669785,-118.0159607,Pacific Asia,Gaziantep,Turquía,10601,7.2,0.04,59.99,0.38,3,179.97,172.77,64.79,West Asia,Gaziantep,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,6,4,6.8,67.96,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,Catherine,2136,Turner,Consumer,PR,1116 Hazy Path,725.0,6,Outdoors,18.24798775,-66.37058258,USCA,Waterbury,Estados Unidos,2136,11.99,0.15,15.99,0.1,5,79.95,67.96,6.8,East of USA,Connecticut,PROCESSING,Glove It Imperial Golf Towel,15.99,Standard Class
TRANSFER,3,2,28.99,99.96,Late delivery,1,40,Accessories,Fayetteville,EE. UU.,Jennifer,2622,Frost,Corporate,NC,1214 Red Estates,28314.0,6,Outdoors,35.06275177,-79.00574493,LATAM,Cholula,México,2622,0.0,0.0,24.99,0.29,4,99.96,99.96,28.99,Central America,Puebla,PROCESSING,Team Golf Pittsburgh Steelers Putter Grip,24.99,Second Class
TRANSFER,3,4,41.4,89.99,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,Roger,10208,Reeves,Home Office,PR,1492 Emerald Terrace,725.0,3,Footwear,18.25865555,-66.37057495,LATAM,Feira de Santana,Brasil,10208,10.0,0.1,99.99,0.46,1,99.99,89.99,41.4,South America,Bahía,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
DEBIT,2,4,111.7,227.95,Advance shipping,0,37,Electronics,Orlando,EE. UU.,Raymond,9028,Smith,Home Office,FL,5105 Middle Green,32825.0,6,Outdoors,28.55625916,-81.27587128,LATAM,Montevideo,Uruguay,9028,12.0,0.05,47.99,0.49,5,239.95,227.95,111.7,South America,Montevideo,COMPLETE,Titleist Pro V1x Golf Balls,47.99,Standard Class
DEBIT,2,4,-171.59,114.39,Advance shipping,0,18,Men's Footwear,Bakersfield,EE. UU.,Mary,11372,Clark,Corporate,CA,3944 Hidden Round,93304.0,4,Apparel,35.3078804,-119.2523956,Pacific Asia,Bagdad,Irak,11372,15.6,0.12,129.99,-1.5,1,129.99,114.39,-171.59,West Asia,Bagdad,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
CASH,4,2,143.99,299.97,Late delivery,1,9,Cardio Equipment,San Sebastian,Puerto Rico,Marilyn,11865,Cuevas,Consumer,PR,9731 Round Horse Villas,685.0,3,Footwear,39.49591446,-98.98998261,LATAM,Morelia,México,11865,0.0,0.0,99.99,0.48,3,299.97,299.97,143.99,Central America,Michoacán,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
TRANSFER,3,4,47.52,175.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Karen,622,Davies,Corporate,PR,4485 Noble Lake Place,725.0,7,Fan Shop,18.35909081,-66.07790375,Pacific Asia,Ulsan,Corea del Sur,622,24.0,0.12,199.99,0.27,1,199.99,175.99,47.52,Eastern Asia,Ulsan,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,2,2,56.57,167.37,Shipping on time,0,17,Cleats,Buffalo,EE. UU.,Mary,1827,Clark,Home Office,NY,9514 Clear Mountain Carrefour,14221.0,4,Apparel,42.9666214,-78.74194336,USCA,Dallas,Estados Unidos,1827,12.6,0.07,59.99,0.34,3,179.97,167.37,56.57,US Center ,Texas,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Second Class
PAYMENT,2,1,2.7,269.96,Late delivery,1,17,Cleats,Brockton,EE. UU.,Mary,4093,Pacheco,Consumer,MA,903 Rustic Knoll,2301.0,4,Apparel,42.06258011,-71.01766205,Europe,Graz,Austria,4093,30.0,0.1,59.99,0.01,5,299.95,269.96,2.7,Western Europe,Stiria,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,First Class
DEBIT,5,4,47.12,197.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Jesse,7759,Smith,Consumer,PR,2049 Silver Byway,725.0,7,Fan Shop,18.26331902,-66.37050629,Europe,Bilbao,España,7759,2.0,0.01,199.99,0.24,1,199.99,197.99,47.12,Southern Europe,País Vasco,ON_HOLD,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,6,2,82.07,170.97,Late delivery,1,17,Cleats,Hyattsville,EE. UU.,Susan,95,Williams,Corporate,MD,3587 Thunder Rise,20783.0,4,Apparel,33.35597992,-111.9122238,LATAM,Mixco,Guatemala,95,9.0,0.05,59.99,0.48,3,179.97,170.97,82.07,Central America,Guatemala,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Second Class
DEBIT,2,4,-72.79,103.99,Advance shipping,0,18,Men's Footwear,Las Vegas,EE. UU.,Mildred,384,Cunningham,Consumer,NV,8059 Old Fawn Woods,89119.0,4,Apparel,36.07917404,-115.182518,Pacific Asia,Devonport,Australia,384,26.0,0.2,129.99,-0.7,1,129.99,103.99,-72.79,Oceania,Tasmania,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,2,1,24.9,248.96,Late delivery,1,17,Cleats,Augusta,EE. UU.,Jesse,4187,Mack,Consumer,GA,9674 Shady Gardens,30907.0,4,Apparel,33.52104187,-82.04935455,LATAM,Villahermosa,México,4187,50.99,0.17,59.99,0.1,5,299.95,248.96,24.9,Central America,Tabasco,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class
PAYMENT,2,1,-70.4,351.98,Late delivery,1,45,Fishing,Miami,EE. UU.,Danielle,9489,Dixon,Corporate,FL,1701 Heather Acres,33147.0,7,Fan Shop,25.75678062,-80.19624329,Africa,Libreville,Gabón,9489,48.0,0.12,399.98,-0.2,1,399.98,351.98,-70.4,Central Africa,Estuaire,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class
TRANSFER,2,1,19.0,379.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Sharon,5878,Smith,Consumer,PR,6317 Cinder River Centre,725.0,7,Fan Shop,18.24561501,-66.37056732,USCA,Glendale,Estados Unidos,5878,20.0,0.05,399.98,0.05,1,399.98,379.98,19.0,West of USA ,Arizona,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class
DEBIT,3,4,-31.21,115.18,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Mary,8910,Smith,Corporate,PR,6481 Wishing Anchor Centre,725.0,4,Apparel,18.20976257,-66.37055969,LATAM,Saltillo,México,8910,4.8,0.04,59.99,-0.27,2,119.98,115.18,-31.21,Central America,Coahuila,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
CASH,3,4,4.46,148.76,Advance shipping,0,29,Shop By Sport,New York,EE. UU.,James,5608,Smith,Consumer,NY,6499 Indian Run,10031.0,5,Golf,40.82476044,-73.94992065,Pacific Asia,Coimbatore,India,5608,11.2,0.07,39.99,0.03,4,159.96,148.76,4.46,South Asia,Tamil Nadu,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,5,4,-87.0,104.44,Late delivery,1,12,Boxing & MMA,Lompoc,EE. UU.,Christina,8373,Smith,Home Office,CA,236 Harvest Diversion,93436.0,3,Footwear,34.63892365,-120.4556961,Africa,Johannesburg,SudAfrica,8373,5.5,0.05,54.97,-0.83,2,109.94,104.44,-87.0,Southern Africa,Gauteng,COMPLETE,Under Armour Women's Micro G Skulpt Running S,54.97,Standard Class
PAYMENT,6,4,1.2,99.58,Late delivery,1,17,Cleats,Bowling Green,EE. UU.,David,9198,Kerr,Consumer,KY,7312 Crystal Willow Villas,42101.0,4,Apparel,37.1289444,-86.29595184,LATAM,Santo Domingo,República Dominicana,9198,20.4,0.17,59.99,0.01,2,119.98,99.58,1.2,Caribbean,Santo Domingo,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,6,2,35.91,110.49,Late delivery,1,18,Men's Footwear,San Diego,EE. UU.,Mary,12192,Carlson,Consumer,CA,5104 Rustic Downs,92114.0,4,Apparel,32.75422669,-117.1972122,Pacific Asia,Wadi as Sir,Jordania,12192,19.5,0.15,129.99,0.33,1,129.99,110.49,35.91,West Asia,Amán,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
DEBIT,2,4,-20.56,181.98,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,Mary,4246,Cunningham,Consumer,PR,9753 Little Willow Estates,725.0,3,Footwear,18.27494812,-66.37050629,Europe,Troyes,Francia,4246,18.0,0.09,99.99,-0.11,2,199.98,181.98,-20.56,Western Europe,Alsacia-Champaña-Ardenas-Lorena,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
TRANSFER,4,2,-108.81,148.44,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,12217,Odonnell,Consumer,PR,1548 Cozy Pine Way,725.0,7,Fan Shop,18.28826904,-66.3706131,Europe,Barcelona,España,12217,1.5,0.01,49.98,-0.73,3,149.94,148.44,-108.81,Southern Europe,Cataluña,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Second Class
CASH,5,4,111.99,319.98,Late delivery,1,45,Fishing,San Marcos,EE. UU.,Patricia,586,Jefferson,Home Office,TX,1655 Little Bear Circle,78666.0,7,Fan Shop,29.87107849,-97.95968628,Pacific Asia,Wuhai,China,586,80.0,0.2,399.98,0.35,1,399.98,319.98,111.99,Eastern Asia,Mongolia Interior,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,6,2,13.46,39.83,Late delivery,1,37,Electronics,Seattle,EE. UU.,Brenda,6200,Robles,Consumer,WA,6587 Crystal Horse Gate,98115.0,6,Outdoors,47.67869949,-122.3217621,Europe,Katowice,Polonia,6200,8.16,0.17,47.99,0.34,1,47.99,39.83,13.46,Eastern Europe,Silesia,COMPLETE,Titleist Pro V1x High Numbers Golf Balls,47.99,Second Class
TRANSFER,1,0,64.89,191.99,Late delivery,1,48,Water Sports,Vallejo,EE. UU.,Cynthia,7194,Taylor,Corporate,CA,4849 Foggy Zephyr Cape,94591.0,7,Fan Shop,38.10829163,-122.2123947,Europe,Maubeuge,Francia,7194,8.0,0.04,199.99,0.34,1,199.99,191.99,64.89,Western Europe,Norte-Paso de Calais-Picardía,PENDING,Pelican Sunstream 100 Kayak,199.99,Same Day
PAYMENT,2,2,174.71,363.98,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,Jane,3073,Hogan,Corporate,PR,7683 Sunny Sky Field,725.0,7,Fan Shop,18.23473549,-66.37056732,LATAM,Cuiabá,Brasil,3073,36.0,0.09,399.98,0.48,1,399.98,363.98,174.71,South America,Mato Grosso,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
CASH,2,1,54.32,193.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Michael,10585,Keller,Consumer,PR,2111 Colonial Parade,725.0,7,Fan Shop,18.29145432,-66.37062073,USCA,Miami,Estados Unidos,10585,6.0,0.03,199.99,0.28,1,199.99,193.99,54.32,South of  USA ,Florida,CLOSED,Pelican Sunstream 100 Kayak,199.99,First Class
CASH,6,2,20.92,278.98,Late delivery,1,43,Camping & Hiking,Cleveland,EE. UU.,Gregory,2802,Smith,Home Office,OH,5050 Lost Branch Glen,44109.0,7,Fan Shop,41.42157745,-81.7248764,LATAM,Catia La Mar,Venezuela,2802,21.0,0.07,299.98,0.08,1,299.98,278.98,20.92,South America,Vargas,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
CASH,3,4,8.0,90.96,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Maria,1273,Evans,Consumer,PR,595 Indian Path,725.0,7,Fan Shop,18.2362442,-66.37062073,USCA,Jacksonville,Estados Unidos,1273,9.0,0.09,49.98,0.09,2,99.96,90.96,8.0,South of  USA ,Florida,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,3,4,11.7,116.99,Shipping canceled,0,18,Men's Footwear,Mchenry,EE. UU.,Ashley,5917,Smith,Corporate,IL,4617 Sunny Range,60050.0,4,Apparel,42.34788895,-88.28781891,Pacific Asia,Bhubaneswar,India,5917,13.0,0.1,129.99,0.1,1,129.99,116.99,11.7,South Asia,Odisha,SUSPECTED_FRAUD,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
CASH,3,2,39.15,130.5,Late delivery,1,24,Women's Apparel,Riverside,EE. UU.,Mary,10514,Page,Consumer,CA,1174 Merry Zephyr Impasse,92503.0,5,Golf,34.37875748,-118.9261627,Europe,Bologna,Italia,10514,19.5,0.13,50.0,0.3,3,150.0,130.5,39.15,Southern Europe,Emilia-Romaña,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
TRANSFER,6,4,38.66,114.39,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mary,925,Smith,Consumer,PR,7136 Indian Bear Farm,725.0,4,Apparel,18.24757958,-66.02531433,LATAM,Maracay,Venezuela,925,15.6,0.12,129.99,0.34,1,129.99,114.39,38.66,South America,Aragua,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,2,4,2.0,199.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Mary,3244,Garza,Corporate,PR,3216 Red Glade,725.0,7,Fan Shop,18.29301834,-66.3706131,LATAM,Mexico City,México,3244,0.0,0.0,199.99,0.01,1,199.99,199.99,2.0,Central America,Distrito Federal,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
CASH,2,4,85.47,189.92,Advance shipping,0,46,Indoor/Outdoor Games,West Orange,EE. UU.,Benjamin,4242,Arroyo,Consumer,NJ,5408 Hidden Cider Forest,7052.0,7,Fan Shop,40.77758408,-74.2411499,Pacific Asia,Perth,Australia,4242,10.0,0.05,49.98,0.45,4,199.92,189.92,85.47,Oceania,Australia Occidental,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,4,4,27.64,122.84,Shipping on time,0,18,Men's Footwear,Santa Cruz,EE. UU.,Mary,1855,Smith,Consumer,CA,8662 Jagged Hickory Extension,95060.0,4,Apparel,36.97051239,-122.0238266,LATAM,Cancún,México,1855,7.15,0.06,129.99,0.23,1,129.99,122.84,27.64,Central America,Quintana Roo,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,0,0,44.11,113.09,Shipping on time,0,18,Men's Footwear,Los Angeles,EE. UU.,Patrick,6677,Smith,Corporate,CA,1131 Blue Isle,90016.0,4,Apparel,34.03779984,-118.2580566,LATAM,Bogotá,Colombia,6677,16.9,0.13,129.99,0.39,1,129.99,113.09,44.11,South America,Bogotá,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day
TRANSFER,2,4,40.83,99.58,Advance shipping,0,17,Cleats,Bronx,EE. UU.,Mary,812,Smith,Corporate,NY,444 Grand Corner,10462.0,4,Apparel,40.81933594,-73.93228149,Europe,Oullins,Francia,812,20.4,0.17,59.99,0.41,2,119.98,99.58,40.83,Western Europe,Auvernia-Ródano-Alpes,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,2,4,107.36,429.44,Advance shipping,0,62,Cameras ,Phoenix,EE. UU.,Velma,13144,Underwood,Home Office,AZ,4429 Clear Panda Cove,85022.0,10,Technology,33.64781952,-112.0518799,Europe,Stockport,Reino Unido,13144,22.6,0.05,452.04,0.25,1,452.04,429.44,107.36,Northern Europe,Inglaterra,PENDING,Web Camera,452.04,Standard Class
PAYMENT,3,4,43.22,123.49,Advance shipping,0,18,Men's Footwear,Hialeah,EE. UU.,Mary,3452,Nelson,Consumer,FL,3881 Blue Mount,33016.0,4,Apparel,25.87724495,-80.33294678,LATAM,La Romana,República Dominicana,3452,6.5,0.05,129.99,0.35,1,129.99,123.49,43.22,Caribbean,La Romana,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,4,4,34.4,122.84,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Brian,12223,Baker,Home Office,PR,3663 Thunder Blossom Bank,725.0,4,Apparel,18.28222275,-66.37056732,USCA,Springfield,Estados Unidos,12223,7.15,0.06,129.99,0.28,1,129.99,122.84,34.4,South of  USA ,Virginia,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,4,4,14.17,188.99,Shipping on time,0,48,Water Sports,San Diego,EE. UU.,Andrew,10182,Bennett,Consumer,CA,2210 Merry Leaf Row,92117.0,7,Fan Shop,32.74759293,-117.1911316,Europe,Oberhausen,Alemania,10182,11.0,0.06,199.99,0.08,1,199.99,188.99,14.17,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,6,4,-60.02,89.99,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,2567,Mclean,Consumer,PR,9918 Lazy Cape,725.0,4,Apparel,18.20941925,-66.37062836,Pacific Asia,Depok,Indonesia,2567,30.0,0.25,59.99,-0.67,2,119.98,89.99,-60.02,Southeast Asia,Yogyakarta,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,4,4,16.54,175.98,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,Nicole,6596,Lynn,Corporate,PR,482 Easy Avenue,725.0,3,Footwear,18.26997948,-66.3706131,LATAM,Petapa,Guatemala,6596,24.0,0.12,99.99,0.09,2,199.98,175.98,16.54,Central America,Guatemala,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
CASH,4,4,120.95,251.98,Shipping on time,0,43,Camping & Hiking,Dallas,EE. UU.,Shawn,4081,Gordon,Consumer,TX,2484 Golden Wagon  Pointe,75228.0,7,Fan Shop,32.81010819,-96.68649292,Pacific Asia,Satna,India,4081,48.0,0.16,299.98,0.48,1,299.98,251.98,120.95,South Asia,Madhya Pradesh,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
PAYMENT,2,1,-7.0,27.99,Late delivery,1,11,Fitness Accessories,Modesto,EE. UU.,James,12153,Thomas,Home Office,CA,25 Silver Cove,95355.0,3,Footwear,33.73355103,-117.76754,Europe,Munster,Alemania,12153,7.0,0.2,34.99,-0.25,1,34.99,27.99,-7.0,Western Europe,Baja Sajonia,PENDING_PAYMENT,Under Armour Hustle Storm Medium Duffle Bag,34.99,First Class
DEBIT,4,4,43.2,90.0,Shipping on time,0,24,Women's Apparel,Dallas,EE. UU.,Melissa,8116,Smith,Consumer,TX,2330 Green Concession,75231.0,5,Golf,32.87014008,-96.75692749,Europe,Offenburg,Alemania,8116,10.0,0.1,50.0,0.48,2,100.0,90.0,43.2,Western Europe,Baden-Wurtemberg,ON_HOLD,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
PAYMENT,6,4,22.39,79.97,Late delivery,1,46,Indoor/Outdoor Games,Virginia Beach,EE. UU.,Christian,6581,Smith,Consumer,VA,8609 Golden Pathway,23455.0,7,Fan Shop,36.91083145,-76.12958527,LATAM,Santo Domingo,República Dominicana,6581,19.99,0.2,49.98,0.28,2,99.96,79.97,22.39,Caribbean,Santo Domingo,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,2,1,88.83,189.0,Shipping canceled,0,24,Women's Apparel,Billings,EE. UU.,Mary,4439,Smith,Consumer,MT,3176 Round Gate,59102.0,5,Golf,45.78831101,-108.5594101,USCA,Austin,Estados Unidos,4439,11.0,0.06,50.0,0.47,4,200.0,189.0,88.83,US Center ,Texas,CANCELED,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class
DEBIT,6,4,28.97,62.98,Late delivery,1,3,Baseball & Softball,Houston,EE. UU.,David,9912,Phillips,Corporate,TX,586 Gentle Anchor Chase,77080.0,2,Fitness,29.76460266,-95.37210083,LATAM,Tegucigalpa,Honduras,9912,7.0,0.1,34.99,0.46,2,69.98,62.98,28.97,Central America,Francisco Morazán,COMPLETE,adidas Kids' F5 Messi FG Soccer Cleat,34.99,Standard Class
DEBIT,6,4,51.95,148.44,Late delivery,1,46,Indoor/Outdoor Games,Holland,EE. UU.,Mary,9788,Smith,Consumer,MI,9557 Harvest Mews,49423.0,7,Fan Shop,42.85616303,-86.01907349,USCA,Oswego,Estados Unidos,9788,1.5,0.01,49.98,0.35,3,149.94,148.44,51.95,US Center ,Illinois,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,4,4,107.12,223.16,Shipping on time,0,17,Cleats,Folsom,EE. UU.,Lauren,1854,Mcguire,Consumer,CA,9497 Noble Trace,95630.0,4,Apparel,38.6765976,-121.1606293,Pacific Asia,Queanbeyan,Australia,1854,16.8,0.07,59.99,0.48,4,239.96,223.16,107.12,Oceania,Nueva Gales del Sur,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,4,4,89.64,331.98,Shipping on time,0,45,Fishing,San Diego,EE. UU.,Jane,4512,Anderson,Consumer,CA,5621 Lost Via,92115.0,7,Fan Shop,32.75856018,-117.0881882,USCA,Jackson,Estados Unidos,4512,68.0,0.17,399.98,0.27,1,399.98,331.98,89.64,US Center ,Michigan,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,3,4,-79.71,103.92,Advance shipping,0,3,Baseball & Softball,Folsom,EE. UU.,Lauren,1854,Mcguire,Consumer,CA,9497 Noble Trace,95630.0,2,Fitness,38.6765976,-121.1606293,Pacific Asia,Mascate,Omán,1854,1.05,0.01,34.99,-0.77,3,104.97,103.92,-79.71,West Asia,Mascate,COMPLETE,adidas Kids' F5 Messi FG Soccer Cleat,34.99,Standard Class
TRANSFER,5,4,128.29,272.95,Late delivery,1,17,Cleats,Chicago,EE. UU.,Mary,12065,Hogan,Consumer,IL,2514 Wishing Rabbit Grounds,60628.0,4,Apparel,41.69280624,-87.61715698,LATAM,Limoeiro do Norte,Brasil,12065,27.0,0.09,59.99,0.47,5,299.95,272.95,128.29,South America,Ceará,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,1,0,-232.09,290.11,Late delivery,1,69,Health and Beauty,Caguas,Puerto Rico,Lilah,15754,Robbins,Consumer,PR,4462 Blue Drive,725.0,12,Health and Beauty ,18.25404167,-66.03705597,Pacific Asia,Busan,Corea del Sur,15754,2.93,0.01,293.04,-0.8,1,293.04,290.11,-232.09,Eastern Asia,Busan,PENDING,First aid kit,293.04,Same Day
TRANSFER,5,4,116.39,387.98,Late delivery,1,45,Fishing,Ballwin,EE. UU.,Patricia,11760,Smith,Consumer,MO,9255 Thunder Butterfly Parkway,63021.0,7,Fan Shop,38.58180618,-90.5594635,Europe,Clamart,Francia,11760,12.0,0.03,399.98,0.3,1,399.98,387.98,116.39,Western Europe,Isla de Francia,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,3,4,19.12,254.97,Advance shipping,0,9,Cardio Equipment,San Bernardino,EE. UU.,Daniel,9835,Gomez,Consumer,CA,266 Misty Pine Mountain,92407.0,3,Footwear,34.07734299,-117.1852722,Pacific Asia,Corlu,Turquía,9835,45.0,0.15,99.99,0.08,3,299.97,254.97,19.12,West Asia,Tekirdag,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
TRANSFER,6,4,10.58,168.0,Late delivery,1,24,Women's Apparel,Cypress,EE. UU.,Nicholas,10219,Smith,Corporate,CA,3465 Little Anchor Place,90630.0,5,Golf,35.57210541,-120.9117966,Pacific Asia,Kota Kinabalu,Malasia,10219,32.0,0.16,50.0,0.06,4,200.0,168.0,10.58,Southeast Asia,Sabah,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
DEBIT,5,2,-1.5,39.59,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Kyle,6944,Robertson,Home Office,PR,4343 Wishing River Subdivision,725.0,5,Golf,18.24188995,-66.37063599,LATAM,Morón,Cuba,6944,0.4,0.01,39.99,-0.04,1,39.99,39.59,-1.5,Caribbean,Ciego de Ávila,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
DEBIT,3,4,-424.24,249.55,Advance shipping,0,37,Electronics,Sacramento,EE. UU.,Mary,11375,Mcdonald,Corporate,CA,3579 Cozy Gate Subdivision,95828.0,6,Outdoors,38.50247574,-121.4231873,Europe,Arkhangelsk,Rusia,11375,10.4,0.04,51.99,-1.7,5,259.95,249.55,-424.24,Eastern Europe,Arjánguelsk,COMPLETE,Titleist Pro V1 High Numbers Personalized Gol,51.99,Standard Class
PAYMENT,3,4,5.54,88.0,Advance shipping,0,26,Girls' Apparel,Manati,Puerto Rico,Samantha,12014,Smith,Consumer,PR,6097 Dewy Treasure Farm,674.0,5,Golf,18.43013001,-66.48731232,LATAM,Castanhal,Brasil,12014,12.0,0.12,25.0,0.06,4,100.0,88.0,5.54,South America,Pará,PENDING_PAYMENT,adidas Men's Germany Black Crest Away Tee,25.0,Standard Class
PAYMENT,3,4,47.03,95.98,Advance shipping,0,17,Cleats,Bronx,EE. UU.,Melissa,12359,Smith,Home Office,NY,5387 Iron Nook,10467.0,4,Apparel,40.87416458,-73.8703537,Europe,Madrid,España,12359,24.0,0.2,59.99,0.49,2,119.98,95.98,47.03,Southern Europe,Madrid,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
CASH,5,4,25.74,197.99,Late delivery,1,48,Water Sports,Oceanside,EE. UU.,Kathleen,6760,Collins,Consumer,CA,9190 Dusty Limits,92054.0,7,Fan Shop,34.01664734,-117.7035217,LATAM,Fortaleza,Brasil,6760,2.0,0.01,199.99,0.13,1,199.99,197.99,25.74,South America,Ceará,CLOSED,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,5,4,33.6,335.98,Late delivery,1,45,Fishing,Las Cruces,EE. UU.,Angela,6516,Smith,Consumer,NM,3312 Sleepy Lake Parade,88005.0,7,Fan Shop,32.2661171,-106.7867279,Europe,Berlín,Alemania,6516,64.0,0.16,399.98,0.1,1,399.98,335.98,33.6,Western Europe,Berlín,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
